USAF,WBAN,YR--MODAHRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,MW,MW,MW,MW,AW,AW,AW,AW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
028450,99999,201707261950,990,1,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,68,54,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707262000,360,0,***,***,***,*,*,*,28.9,**,**,**,**,00,**,**,**,*,68,51,1008.3,*****,985.0,***,***,*****,*****,*****,*****,0
028450,99999,201707262020,080,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,66,54,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707262050,090,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,68,54,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707262100,090,4,***,***,***,*,*,*,26.5,**,**,**,**,00,**,**,**,0,67,52,1008.3,*****,984.9,***,***,*****,*****,*****,*****,**
028450,99999,201707262120,120,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,64,54,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707262150,120,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,66,55,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201707262200,137,5,***,***,***,*,*,*,21.7,**,**,**,**,00,**,**,**,*,64,53,1008.8,*****,985.3,***,***,*****,*****,*****,*****,**
028450,99999,201707262220,130,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,64,54,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201707262250,140,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,64,54,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201707262300,141,6,***,***,***,*,*,*,25.2,**,**,**,**,00,**,**,**,*,62,52,1008.9,*****,985.3,***,***,*****,*****,*****,*****,**
028450,99999,201707262320,140,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,64,54,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201707262350,130,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,63,54,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270000,132,7,***,***,***,*,*,*,19.5,**,**,**,**,00,**,**,**,0,60,53,1009.0,*****,985.3,***,***,*****,*****,*****,*****,**
028450,99999,201707270020,130,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,61,54,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270050,140,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,61,55,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270100,139,6,***,***,***,*,*,*,16.3,**,**,**,**,00,**,**,**,*,58,53,1009.0,*****,985.3,***,***,*****,*****,*****,*****,**
028450,99999,201707270120,140,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,59,55,******,29.80,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270150,140,7,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,59,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270200,123,5,***,***,***,*,*,*,13.0,**,**,**,**,00,**,**,**,*,58,54,1008.8,*****,985.0,***,***,*****,*****,*****,*****,**
028450,99999,201707270220,130,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,57,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270250,160,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,59,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270300,143,4,***,***,***,*,*,*,12.9,**,**,**,**,00,**,**,**,0,59,55,1008.7,*****,985.0,***,***,*****,*****,*****,*****,**
028450,99999,201707270320,160,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,59,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270350,990,1,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,61,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270400,175,3,***,***,***,*,*,*,16.0,**,**,**,**,00,**,**,**,*,62,55,1008.6,*****,984.9,***,***,*****,*****,*****,*****,**
028450,99999,201707270420,990,2,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,63,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270450,990,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,63,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270500,133,4,***,***,***,*,*,*,17.9,**,**,**,**,00,**,**,**,*,64,56,1008.2,*****,984.8,***,***,*****,*****,*****,*****,0
028450,99999,201707270520,990,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,64,57,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270550,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,64,57,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270600,161,4,***,***,***,*,*,*,20.4,**,**,**,**,00,**,**,**,0,65,55,1008.2,*****,984.7,73,57,*****,*****,*****,*****,0
028450,99999,201707270620,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,64,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270650,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,66,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270700,146,5,***,***,***,*,*,*,20.7,**,**,**,**,00,**,**,**,*,66,55,1008.1,*****,984.7,***,***,*****,*****,*****,*****,0
028450,99999,201707270720,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,66,57,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270750,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,68,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270800,129,4,***,***,***,*,*,*,22.3,**,**,**,**,00,**,**,**,*,68,56,1007.8,*****,984.5,***,***,*****,*****,*****,*****,0
028450,99999,201707270820,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,68,57,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270850,990,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,70,57,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270900,102,3,***,***,***,*,*,*,23.2,**,**,**,**,00,**,**,**,0,70,56,1007.5,*****,984.3,***,***,*****,*****,*****,*****,0
028450,99999,201707270920,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,68,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707270950,990,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,72,57,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271000,150,6,***,***,***,*,*,*,24.2,**,**,**,**,00,**,**,**,*,71,55,1007.3,*****,984.1,***,***,*****,*****,*****,*****,0
028450,99999,201707271020,990,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,72,55,******,29.77,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271050,990,5,***,210,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,72,55,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271100,088,6,***,***,***,*,*,*,24.1,**,**,**,**,00,**,**,**,*,72,55,1007.0,*****,983.8,***,***,*****,*****,*****,*****,0
028450,99999,201707271120,990,3,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,73,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271150,990,2,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,73,55,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271200,120,4,***,***,***,*,*,*,21.4,**,**,**,**,00,**,**,**,0,73,55,1006.4,*****,983.3,***,***,*****,*****,*****,*****,0
028450,99999,201707271220,290,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,73,55,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271250,990,7,***,180,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,73,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271300,144,4,***,***,***,*,*,*,16.0,**,**,**,**,00,**,**,**,*,73,54,1005.9,*****,982.9,***,***,*****,*****,*****,*****,0
028450,99999,201707271320,990,5,***,125,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,72,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271350,990,5,***,60,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,73,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271400,283,4,***,***,***,*,*,*,24.0,**,**,**,**,00,**,**,**,*,75,55,1005.8,*****,982.8,***,***,*****,*****,*****,*****,0
028450,99999,201707271420,330,5,***,105,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,72,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271450,350,7,***,43,***,*,*,*,6.2,**,**,**,**,82,**,**,**,*,68,59,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271500,001,6,***,***,***,*,*,*,7.0,**,**,**,**,82,**,**,**,8,69,58,1006.2,*****,982.9,***,***,*****,*****,*****,*****,**
028450,99999,201707271520,030,7,***,43,***,*,*,*,6.2,**,**,**,**,82,**,**,**,*,64,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271550,990,5,***,39,***,*,*,*,5.0,**,**,**,**,83,**,**,**,*,63,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271600,042,10,14,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,63,59,1006.9,*****,983.4,***,***,*****,*****,*****,*****,0
028450,99999,201707271620,070,7,***,80,***,*,*,*,6.2,**,**,**,**,81,**,**,**,*,64,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271650,990,9,***,75,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,61,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271700,073,9,12,***,***,*,*,*,10.0,**,**,**,**,23,**,**,**,*,61,58,1007.2,*****,983.5,***,***,*****,*****,*****,*****,0
028450,99999,201707271720,060,9,***,90,***,*,*,*,6.2,**,**,**,**,81,**,**,**,*,61,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271750,080,7,***,50,***,*,*,*,6.2,**,**,**,**,81,**,**,**,*,63,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271800,088,6,***,***,***,*,*,*,12.5,**,**,**,**,81,**,**,**,*,62,59,1007.0,*****,983.4,75,61,*****,*****,*****,*****,0
028450,99999,201707271820,990,2,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,61,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271850,100,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,61,59,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271900,080,7,***,***,***,*,*,*,8.3,**,**,**,**,00,**,**,**,*,60,58,1006.6,*****,983.0,***,***,*****,*****,*****,*****,0
028450,99999,201707271920,990,2,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,61,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707271950,990,2,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,59,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707272000,083,5,***,***,***,*,*,*,3.2,**,**,**,**,10,**,**,**,*,59,57,1006.6,*****,982.9,***,***,*****,*****,*****,*****,0
028450,99999,201707272020,110,3,***,***,***,*,*,*,5.0,**,**,**,**,**,**,**,**,*,59,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707272050,090,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,59,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707272100,066,4,***,***,***,*,*,*,0.3,**,**,**,**,34,**,**,**,8,58,56,1007.0,*****,983.2,***,***,*****,*****,*****,*****,0
028450,99999,201707272120,990,2,***,***,***,*,*,*,5.6,**,**,**,**,**,**,**,**,*,57,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707272150,***,0,***,***,***,*,*,*,3.8,**,**,**,**,**,**,**,**,*,57,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707272200,360,0,***,***,***,*,*,*,0.6,**,**,**,**,31,**,**,**,*,58,56,1007.2,*****,983.4,***,***,*****,*****,*****,*****,0
028450,99999,201707272220,***,0,***,220,***,*,*,*,4.4,**,**,**,**,**,**,**,**,*,57,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707272250,***,0,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,59,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707272300,360,0,***,***,***,*,*,*,2.6,**,**,**,**,20,**,**,**,*,58,56,1007.3,*****,983.5,***,***,*****,*****,*****,*****,0
028450,99999,201707272320,***,0,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,57,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707272350,***,0,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,57,55,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280000,360,0,***,***,***,*,*,*,2.2,**,**,**,**,10,**,**,**,8,57,56,1007.4,*****,983.6,***,***,*****,*****,*****,*****,0
028450,99999,201707280020,090,1,***,722,CLR,*,*,*,5.0,**,**,**,**,**,**,**,**,*,57,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280050,080,3,***,722,CLR,*,*,*,0.3,**,**,**,**,30,**,**,**,*,55,55,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280100,058,4,***,***,***,*,*,*,0.1,**,**,**,**,34,**,**,**,*,56,55,1007.6,*****,983.7,***,***,*****,*****,*****,*****,0
028450,99999,201707280120,080,2,***,722,CLR,*,*,*,0.1,**,**,**,**,30,**,**,**,*,55,55,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280150,080,2,***,***,***,*,*,*,0.1,**,**,**,**,30,**,**,**,*,55,55,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280200,059,5,***,***,***,*,*,*,0.1,**,**,**,**,33,**,**,**,*,55,55,1007.5,*****,983.6,***,***,*****,*****,*****,*****,0
028450,99999,201707280220,990,3,***,722,CLR,*,*,*,0.1,**,**,**,**,30,**,**,**,*,55,55,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280250,070,3,***,722,CLR,*,*,*,0.1,**,**,**,**,30,**,**,**,*,55,55,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280300,051,5,***,***,***,*,*,*,0.2,**,**,**,**,33,**,**,**,3,55,54,1007.6,*****,983.7,***,***,*****,*****,*****,*****,0
028450,99999,201707280320,990,2,***,722,CLR,*,*,*,0.2,**,**,**,**,30,**,**,**,*,55,55,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280350,070,3,***,200,***,*,*,*,0.7,**,**,**,**,10,**,**,**,*,55,55,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280400,050,4,***,***,***,*,*,*,0.9,**,**,**,**,20,**,**,**,*,56,55,1007.5,*****,983.7,***,***,*****,*****,*****,*****,0
028450,99999,201707280420,990,2,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,57,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280450,120,5,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,59,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280500,087,4,***,***,***,*,*,*,8.3,**,**,**,**,00,**,**,**,*,60,57,1007.4,*****,983.8,***,***,*****,*****,*****,*****,0
028450,99999,201707280520,990,2,***,55,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,61,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280550,990,2,***,60,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,61,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280600,088,2,***,***,***,*,*,*,9.7,**,**,**,**,00,**,**,**,3,62,59,1007.5,*****,983.9,62,55,*****,*****,*****,*****,0
028450,99999,201707280620,990,1,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,63,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280650,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,64,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280700,137,4,***,***,***,*,*,*,17.3,**,**,**,**,00,**,**,**,*,65,58,1007.2,*****,983.8,***,***,*****,*****,*****,*****,0
028450,99999,201707280720,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,66,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280750,990,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,68,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280800,119,5,***,***,***,*,*,*,19.6,**,**,**,**,00,**,**,**,*,68,58,1007.1,*****,983.8,***,***,*****,*****,*****,*****,0
028450,99999,201707280820,990,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,68,61,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280850,990,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,70,61,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280900,221,4,***,***,***,*,*,*,19.2,**,**,**,**,00,**,**,**,0,70,60,1007.0,*****,983.8,***,***,*****,*****,*****,*****,0
028450,99999,201707280920,990,3,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,70,61,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707280950,990,5,***,50,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,72,61,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281000,238,5,***,***,***,*,*,*,19.3,**,**,**,**,00,**,**,**,*,72,57,1006.8,*****,983.7,***,***,*****,*****,*****,*****,0
028450,99999,201707281020,990,5,***,55,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,72,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281050,990,3,***,50,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,72,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281100,163,2,***,***,***,*,*,*,18.0,**,**,**,**,00,**,**,**,*,72,57,1006.8,*****,983.7,***,***,*****,*****,*****,*****,0
028450,99999,201707281120,990,3,***,85,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,73,59,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281150,990,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,73,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281200,199,5,***,***,***,*,*,*,15.9,**,**,**,**,00,**,**,**,0,72,55,1006.4,*****,983.3,***,***,*****,*****,*****,*****,0
028450,99999,201707281220,210,6,***,55,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,73,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281250,990,6,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,73,57,******,29.74,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281300,171,5,***,***,***,*,*,*,17.5,**,**,**,**,00,**,**,**,*,74,54,1006.1,*****,983.1,***,***,*****,*****,*****,*****,0
028450,99999,201707281320,990,8,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,75,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281350,990,7,***,722,CLR,*,*,*,6.2,**,**,**,**,**,**,**,**,*,73,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281400,197,7,16,***,***,*,*,*,19.6,**,**,**,**,00,**,**,**,*,75,52,1005.7,*****,982.8,***,***,*****,*****,*****,*****,**
028450,99999,201707281420,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,73,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281450,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,73,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281500,212,4,***,***,***,*,*,*,24.4,**,**,**,**,00,**,**,**,0,74,54,1005.5,*****,982.5,***,***,*****,*****,*****,*****,0
028450,99999,201707281520,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,73,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281550,990,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,73,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281600,198,3,***,***,***,*,*,*,25.4,**,**,**,**,00,**,**,**,*,73,53,1005.5,*****,982.5,***,***,*****,*****,*****,*****,0
028450,99999,201707281620,990,5,***,722,CLR,*,*,*,6.2,**,**,**,**,**,**,**,**,*,73,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281650,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,73,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281700,187,3,***,***,***,*,*,*,26.6,**,**,**,**,00,**,**,**,*,73,54,1005.4,*****,982.4,***,***,*****,*****,*****,*****,0
028450,99999,201707281720,***,0,***,100,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,73,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281750,990,2,***,70,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,73,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281800,135,2,***,***,***,*,*,*,21.0,**,**,**,**,00,**,**,**,0,73,55,1005.4,*****,982.3,76,62,*****,*****,*****,*****,0
028450,99999,201707281820,990,2,***,49,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,72,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281850,990,3,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,70,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281900,091,3,***,***,***,*,*,*,23.1,**,**,**,**,00,**,**,**,*,69,55,1005.5,*****,982.3,***,***,*****,*****,*****,*****,0
028450,99999,201707281920,990,3,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,68,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707281950,110,5,***,65,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,68,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707282000,046,2,***,***,***,*,*,*,23.9,**,**,**,**,00,**,**,**,*,67,55,1005.7,*****,982.3,***,***,*****,*****,*****,*****,**
028450,99999,201707282020,110,3,***,50,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,68,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707282050,120,5,***,65,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,68,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707282100,115,5,***,***,***,*,*,*,20.2,**,**,**,**,00,**,**,**,0,67,55,1005.9,*****,982.5,***,***,*****,*****,*****,*****,**
028450,99999,201707282120,120,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,68,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707282150,110,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,66,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707282200,103,5,***,***,***,*,*,*,17.8,**,**,**,**,00,**,**,**,*,65,57,1006.0,*****,982.5,***,***,*****,*****,*****,*****,**
028450,99999,201707282220,110,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,63,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707282250,110,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,64,59,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707282300,111,6,***,***,***,*,*,*,8.6,**,**,**,**,00,**,**,**,*,63,57,1006.0,*****,982.5,***,***,*****,*****,*****,*****,**
028450,99999,201707282320,110,6,***,***,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,63,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707282350,150,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,63,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707290000,151,6,***,***,***,*,*,*,11.6,**,**,**,**,00,**,**,**,0,62,57,1006.0,*****,982.5,***,***,*****,*****,*****,*****,**
028450,99999,201707290020,130,5,***,49,***,*,*,*,6.2,**,**,**,**,**,**,**,**,*,63,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707290050,120,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,61,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707290100,127,4,***,***,***,*,*,*,8.7,**,**,**,**,00,**,**,**,*,60,56,1006.0,*****,982.3,***,***,*****,*****,*****,*****,**
028450,99999,201707290120,130,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,61,57,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707290150,120,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,59,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707290200,122,5,***,***,***,*,*,*,10.0,**,**,**,**,00,**,**,**,*,58,55,1006.1,*****,982.4,***,***,*****,*****,*****,*****,0
028450,99999,201707290220,110,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,59,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707290250,100,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,59,55,******,29.68,******,***,***,*****,*****,*****,*****,**
028450,99999,201707290300,098,6,***,***,***,*,*,*,13.1,**,**,**,**,00,**,**,**,0,58,55,1005.9,*****,982.2,***,***,*****,*****,*****,*****,0
028450,99999,201707290320,110,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,61,55,******,29.71,******,***,***,*****,*****,*****,*****,**
028450,99999,201707290350,120,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,61,55,******,29.68,******,***,***,*****,*****,*****,*****,**
028450,99999,201707290400,109,7,***,***,***,*,*,*,18.5,**,**,**,**,00,**,**,**,*,61,55,1005.5,*****,982.0,***,***,*****,*****,*****,*****,0
028450,99999,201707290420,100,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,63,55,******,29.68,******,***,***,*****,*****,*****,*****,**
028450,99999,201707290450,990,5,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,64,55,******,29.68,******,***,***,*****,*****,*****,*****,**
028450,99999,201707290500,101,7,***,***,***,*,*,*,19.1,**,**,**,**,00,**,**,**,*,64,56,1005.2,*****,981.8,***,***,*****,*****,*****,*****,0
028450,99999,201707290520,990,6,***,***,***,*,*,*,****,**,**,**,**,**,**,**,**,*,64,57,******,29.68,******,***,***,*****,*****,*****,*****,**
